id,text,label
climate175,"During the first week of May 2016, extreme wildfires in northeastern Alberta resulted in the shutdown of a number of oil sands production facilities and the evacuation of more than 80,000 people from the city of Fort McMurray, which serves as a commercial and regional logistics centre for the oil sands region and a home to a significant portion of the oil sands workforce.",风险
climate96,"On December 31, 2019, the Company sold its 100 per cent investment in ASHCOR Technologies Ltd. (ASHCOR), an Alberta-based company engaged in marketing coal ash and other combustion products, to ATCO Ltd. for aggregate consideration of $35 million ($20 million, net of cash disposed). The transaction resulted in no significant impact on the consolidated earnings. ASHCOR was previously reported in the Utilities, Electricity segment.",中性
climate182,"During 2019/20, this activity included reviewing: – the PRA’s Policy Statement and Supervisory Statement on ‘Enhancing banks’ and insurers’ approaches to managing the financial risks from climate change’; – the PRA framework for assessing financial impacts of physical climate change on the general insurance sector; – the PRA’s ‘Dear CEO’ letter outlining observations from the thematic review of firms’ plans to implement requirements set out in the supervisory statement; and – the Climate Financial Risk Forum’s (co-chaired by the FCA and PRA) guide to help the financial services industry address climate-related financial risks.",中性
climate290,"Our continuous involvement in the Renewable Energy Independent Power Producer Procurement Programme has ensured that we maintain our status as the leading bank in supporting and enabling renewable energy delivery. Nedbank had committed R36,2bn at 31 December 2020 and has appetite to increase this to R50bn.",机遇
climate303,Grid & Infrastructure and Retail – today represent the energy world of tomorrow. We rank among Europe‘s market leaders in the grid and retail business and have leading positions in renewables. We intend to spend a total of between €6.5 billion and €7.0 billion in capital throughout the Group from 2017 to 2019.,机遇
climate197,"The global warming caused by greenhouse gas emissions originating from human activity is triggering a rise in extreme weather events, such as higher temperatures and flooding, that become increasingly frequent and violent. These factors impact the economic and social system as well as the relative insurance needs. Proper measures are therefore necessary to avoid higher losses and increased volatility that would impact on insurance policies’ price, also due to higher capital absorption resulting from the events being underwritten, and make the access to insurance too expensive or, in extreme cases, the offering uninsurable.",风险
climate67,"KEY PRIORITIES FOR 2021 • Attain top market share in our Canadian franchise. • Grow our U.S. dollar business in sectors where we are competitively positioned, adding new clients and deepening our relationship value by maturing our product and advice offerings. • Leverage our North American franchise and global capabilities to grow our Europe and Asia-Pacific businesses. • Increase wallet share with sponsor, institutional, prime services and government clients globally. • Continue to develop ESG expertise and become a leader in the space as we support clients on their transition to a low-carbon economy. • Drive innovation and build data and analytical capabilities to improve end-to-end process efficiency and enhance client value. • Continue to lower our cost structure to reflect reduced margins and volumes in parts of our business and create capacity for additional investments. • Maintain our focus on managing risk, capital, balance sheet, and liquidity. • Continue to be an extraordinary place to work with a focus on inclusion and diversity.",机遇
climate129,"The impact of climate change presents a significant risk. Damage to assets caused by extreme weather events linked to climate change is becoming more evident, highlighting the fragility of global infrastructure. As an example, there is a significant risk to coastal properties as sea levels rise. In the U.S., losses are likely to be concentrated in specific regions, especially on the Southeast and Atlantic coasts.",风险
climate16,"Linde is subject to various claims, legal proceedings and government investigations that arise from time to time in the ordinary course of business. These actions are based upon alleged environmental, tax, antitrust and personal injury claims, among others (see Note 19 to the consolidated financial statements). Such contingencies are significant and the accounting requires considerable management judgments in analyzing each matter to assess the likely outcome and the need for establishing appropriate liabilities and providing adequate disclosures. Linde believes it records and/or discloses such contingencies as appropriate and has reasonably estimated its liabilities.",风险
climate192,"We are also convinced that a continued focus on sustainability represents an opportunity for the company, in particular in the medium to long term. While we have already been very successful with our sustainability efforts, we see further upside potential leveraging our leadership position. Consumers are increasingly looking for products composed of more sustainable materials and manufactured in an innovative and yet socially and environmentally responsible way. By strengthening our sustainability focus in our marketing and product creation activities even further, we may generate additional sales growth and drive profitability improvements. ► SEE SUSTAINABILITY",机遇
climate204,"Progress in 2020 • Review of the concept, categories, dimensions, methodology, roles and functions of socioenvironmental risk management and the definition of socioenvironmental risk factors; • Review of the socioenvironmental rating methodology; • Application of socioenvironmental rating to the business flow; • Creation of the Corporate Socioenvironmental Risk Management Manual; • Review of the Socioenvironmental Losses Base; • Revision of the Corporate Socioenvironmental Risk Indicators Manual; and • Inclusion of a socioenvironmental Indicator in the Master Plan.",中性
climate126,"Rendering of accounts to Board of Officers and Board of Directors (CA) on progress of these actions and on our socioenvironmental performance occurs on a half-annual basis. The CA is responsible for approving Corporate Strategy, which consolidates decisions about the Company’s performance in the following five years. Upon receiving the matters for deliberation, the CA discusses them and makes decisions. After approval, topics are forwarded to areas responsible for their compliance. In some cases, upon making decisions, the Board determines that periodic reports on deliberated matters must be presented to it so that it is kept informed about progress.",中性
climate78,"Managing social and environmental risk in our lending practices The year 2020 has been a year of extremes and has emphasised the importance of identifying, managing and reporting on social and environmental risk. Nedbank revised its Social and Environmental Risk Framework to expand on the social imperatives within our operations and that of the clients that we finance.",风险
climate188,"The aim of this model is to screen out the worst of the emitters that will be most affected by policy changes, and which are incompatible with the aims of the Paris Agreement.",风险
climate103,"Cash used for capital investment was $912 million in the full year of 2020, $314 million lower than the same period in 2019. Lower capital spending was mainly due to lower overall capital investment in the Regulated Utilities in 2020, the completion of construction on APL in 2019, and lower capital investment in Electricity Generation due to the sale of the Canadian fossil fuel-based electricity generation business and APL in 2019.",中性
climate209,"In 2019, we expanded our Be Green programme from two locations to four locations, enhancing it with the elements of plastic management and 3R. Through the programme, we impart awareness on the applications and benefits of using plastic, addressing common misconceptions and negative perception about this material. We also addressed the issue of waste management focusing on clean-up activities with the community at selected rivers and beach. This include regular workshops, talks and gotong-royong activities which impart the know-how on waste segregation at home and keeping the environment clean. These initiatives reached out to more than 2,700 participants and volunteers. ecoCare is PCG’s flagship environmental conservation initiative, run in collaboration with the Malaysian Nature Society (MNS) since 2005. Being the first environmental education centre in the East Cost of Peninsular Malaysia, it promotes awareness on the importance of mangrove ecosystems in protection of biodiversity as well as coastal terrain. Through ecoCare, we engage local community volunteers in carrying out conservation and rehabilitation activities. In 2019, more than 6,300 mangrove trees and seedlings were planted, while the ecoCare Environmental Education Centre (EEC) attracted more than 4,000 visitors.",中性
climate134,"All our major investment proposals (more than €5 million) require a sustainability evaluation alongside the financial case. This includes assessments at different stages in the project development. At the point of application for capital, the requirements include an eco-efficiency assessment, as well as a full review of health and safety, natural resource/ raw material requirements and environmental impacts. The proposals are reviewed by subject matter experts, who give input to the Executive Committee, to provide a strong basis for the investment decision.",中性
climate147,"We continued the work toward premium, connected and personalized experiences that enable direct relationships with our consumers. In addition to our adidas e-commerce platform, which is available in over 50 countries, our adidas app strategy continued to fuel our mobile and member focus and has reached over 40 countries across all major markets, achieving a significant share of business in the adidas digital ecosystem. The adidas app is where we amplify our key brand territories such as sustainability and innovation. It is our gateway between online and offline and it provides a premium experience with immersive storytelling, personalized content, frictionless checkout, seamless order tracking, and access to our ‘Creators Club’ membership program. Members collect points from interactions across all our touchpoints (.com, apps, retail stores), climbing up different levels and unlocking rewards including personalized experiences, such as participation into a trivia around sustainability during our first-ever ‘Creators Club’ Week to win a pair of Futurecraft.Loop, our first 100% recyclable performance running shoe. As 2020 saw the highest-ever sports engagement with our adidas Running and Training apps, these apps contribute to amplifying our purpose ‘through sport we have the power to change lives’. adidas is the only sports brand that rewards both physical and purchasing activity through membership points. The success of our Creators Club program is visible in key metrics such as increased consumer satisfaction as well as more than twice as high consumer lifetime value compared to non-members.",机遇
climate294,"We also anticipate that the potential effects of climate change will increasingly impact our own operations and those of client properties we manage, especially when they are located in coastal cities. For example, in 2017, the impact of natural disasters was significant with a series of devastating hurricanes impacting the U.S., on the Southeast and Atlantic coasts, Mexico and the Caribbean.",风险
climate311,"Climate Change Risks and Opportunity Factors Considering climate change as its major management issue, LG Chem will respond to global climate change issues proactively. We categorized climate change risks and opportunity factors into regulatory aspect, physical aspect, and others and established a countermeasure for each issue. In particular, as a top priority of the Sustainability strategy, we have developed a carbon neutral growth strategy and are working on detailed action plans.",中性
climate305,"The adoption of sustainable assumptions is in line with our strategy by directing the investment of funds to activities and/or production systems characterized by low environmental impact, low carbon and inclusive, from the mini to the large producer, throughout the value chain. Activities that are unsustainable or that violate environmental legislation are restrained, thus reducing the risks of customers and ours. The main financial facilities include the National Program for Strengthening Family Agriculture (Programa Nacional de Fortalecimento da Agricultura Familiar - Pronaf) and the Low Carbon Agriculture Program (Programa de Agricultura de Baixo Carbono - ABC). Further information can be found on the Sustainability website.",风险
climate34,"We understand that environmental and social issues may affect our activities and the revenue of our clients, causing delays in payments or default, especially in the case of significant environmental and social incidents. The way these risks may affect us becomes more evident where we finance projects in sectors with higher environmental and social impacts, such as mining, and large hydroelectric plants , which require comprehensive environmental and social due diligence as well as mitigating measures.",风险
climate255,"As described in the section ‘Working conditions in our supply chain’ in the Report, 921 social compliance and environmental audits at suppliers were performed by inhouse technical staff as well as external third- party monitors commissioned by adidas business entities and licensees. The reasonableness and accuracy of the conclusions from the performed audit work were not part of our limited assurance engagement.",中性
climate167,"With reference to the reuse of materials, the projects created in implementation of the Group’s investment plans for the Italian motorway network provided for the reuse - within the regulatory limits - of the earth deriving from excavations, in order to mitigate the environmental impact linked mainly to the procurement of inert quarry materials and the disposal in landfills of unused materials. They are reused to create embankments, landscaping and noise-absorbing dunes, as well as for the redevelopment of degraded areas (such as abandoned quarries).",机遇
climate219,"In July 2020, we received funding from Emission Reduction Alberta’s Natural Gas Challenge to advance a first-of-its- kind hydrogen blending project in Fort Saskatchewan, Alberta. Once complete, the project will be Canada’s largest hydrogen blending project, injecting an initial five per cent hydrogen by volume into a section of Fort Saskatchewan’s residential natural gas distribution network.",机遇
climate64,"THE ISSUE Investors, in our view, have been too slow to recognize and address the substantial systemic threat that deforestation poses to the climate, local communities, biodiversity and human rights. Many consumer goods companies purchase commodities, like palm oil and soy, through supply chains that originate in rainforests in places like Indonesia and Guatemala. Deforestation is a principal driver of climate change, responsible for roughly 15 percent of global greenhouse gas emissions. Extensive—and oftentimes illegal—deforestation can have devastating impacts on biodiversity and on local and indigenous communities that depend on forests for their livelihoods. Deforestation has also been linked to severe human rights violations and, in recent years, environmental campaigners and protesters have been arrested and killed in record numbers.",风险
climate268,"As we invest in Manufactured Capital to improve plant performance and pursue our growth projects, we are able to return long- term value to our Financial Capital, and strengthen our customer relationship within our Social and Relationship Capital. Our investments to reduce our environmental footprint will benefit Natural, Intellectual,",机遇
climate180,"Over the next three decades, we need to make radical changes to the way we produce and consume food. We live in an era where demand is constantly rising – Earth’s population is expected to exceed 9 billion by 2050 – but our natural resources are dwindling. High-meat diets are a particular problem: not only do they contribute to endemic health issues, but maintaining the amount of livestock required to satisfy demand is highly resource-intensive, contributing about 14% of global GHG emissions.",风险
climate163,"Most of our CO2 emissions are generated during the use phase of the vehicles. But greenhouse gas emissions are also generated in other segments of a vehicle’s life cycle, and we take that into account in our overall CO2 balance sheet. We record the key figures we need for life cycle assessments and publish them in line with the basic principles of the Greenhouse Gas Protocol.",中性
climate274,"Climate risk has emerged as one of the top environmental risks for the Bank. This includes physical risks related to the chronic and acute physical impacts of climate change (e.g., shifts in climate norms, and extreme weather events such as hurricanes, wildfires and floods), and transition risks associated with the global transition to a low-carbon economy (e.g., climate-related policy actions and litigation claims, technological innovations, and shifts in supply and demand for certain commodities, products and services). Both physical and transition risks could result in strategic, credit, operational, legal, and reputational risks for the Bank and its clients in climate sensitive sectors. TD supports Canada’s objectives to meet the goals of the Paris Agreement and recognizes the Bank’s responsibility to contribute by integrating climate considerations across its business. The Bank continues to monitor industry and regulatory developments and assess the potential impacts of climate change and related risks on its operations, lending portfolios, investments, and businesses.",风险
climate111,"─ Reebok Forever Floatride Grow: Forever Floatride Grow is the Reebok brand’s first plant-based performance running shoe and latest example of sustainable innovation. The shoe is made with castor beans, algae, eucalyptus trees and natural rubber and thus builds on Reebok’s Cotton + Corn lifestyle collection of footwear.",机遇
climate298,"Ecological factors and environmental regulations for access to raw material deposits also create a degree of uncertainty. In some regions of the world, for example in West Africa south of the Sahara, raw materials for cement production are so scarce that cement or clinker needs to be imported by sea. Rising transportation costs and capacity constraints in the port facilities can lead to an increase in product costs. Overall, we rate this as a low risk.",风险
climate50,"For several years we have worked to reduce the environmental impact of our operations, including GHG emissions, and we continue to make investments to make our operations, networks, and infrastructure more resilient. All of these activities not only help manage our risks, but also provide new opportunities to reduce operating costs, take advantage of cost-competitive renewable energy, and create potential competitive advantages from resilient operations.",机遇
climate132,"FY1995 DNP wins the International Trade and Industry Minister’s Prize in the 4th Grand Prize for the Global Environment Award. (The award was established in 1991 by the Japan Industrial Journal and the Fuji Sankei Communications Group, with special support by WWF Japan and sponsorship by the Environmental Agency, the Ministry of Economy, Trade and Industry and the Japan Federation of Economic Organizations)",机遇
climate157,"Driving environmental sustainability: To address growing environmental concerns, in 2016 we financed more than $17.6 billion in renewable energy, clean technology, “green” building construction, sustainable agriculture, and other environmentally sustainable businesses. In addition, our goal is to donate $65 million to nonprofits, universities, and other organizations driving clean technology, community resiliency, and environmental education from 2016 through 2020.",机遇
climate278,"The objectives of the CCWG, which reflect the risks and opportunities facing our business from climate change, are: • Build operational climate resilience to protect Newton’s own assets • Effectively assess, integrate, monitor and manage climate-related investment risks and opportunities to protect and grow our clients’ assets, supported by our climate change investment focus group • Publish high-quality climate-related reports for clients, regulators and the public.",中性
climate244,"─ What we say: We will be vocal about our efforts that focus on creating low-impact products that are made to be remade. To guide our consumer to make more sustainable choices, we will also simplify our labelling strategy and scale up our product takeback program.",机遇
climate243,"As a result of the ongoing transition to a low-carbon society, the energy world of tomorrow will become increasingly electric, green, distributed, and partnership-based Customers and the public at large expect efficient, affordable solutions for their particular energy requirements: green mobility, sustainable living, lower-carbon manufacture and commerce, and smart infrastructure for cities and districts In 2015 EON decided to transform itself into a company fully dedicated to meeting these expectations EON’s robust energy networks, climate-friendly solutions for customers of all types, and ongoing innovation ideally position us to propel Europe’s energy transition",机遇
climate245,"The Group intends to strengthen how it systematically considers climate-related issues from a risk and opportunity perspective across business areas, strategic decision making and financial planning in order to be better able to describe impacts.",中性
climate11,"PETRONAS PowerClean™ WS601, an all-in-one well bore solution. Efficient and cost effective, these products help oil and gas players continue to extract hydrocarbons with reduced impact on our natural resources and environment.",机遇
climate284,"The SEMS process is used in Nedbank’s RBB and Wealth clusters. Due to the number of clients in RBB, a risk-based approach is taken. This requires clients to disclose any negative environmental or social impact their activities might have in the necessary client documentation. Any disclosures are then assessed through the SEMS process and, if necessary, mitigating actions are taken.",风险
climate124,"As a natural resources industry, we have a profound responsibility to address the planet’s undisputed warming and adapt to the future impacts. It remains a high profile challenge across our markets Countries like India in which we are operating are predicted to experience the worst impact of climate change as it is a coal consuming economy.",风险
climate33,"Where relevant, our Bank considers the social and environmental outcomes of the business decisions we make. As an example of these considerations, our Bank does not lend to projects in the coal and coal seam gas sectors, and we have taken a pragmatic approach that says it makes no sense to broaden our footprint by starting to do so.",中性
climate119,"In addition, the Queensland Government has established an $8.4 million CarbonPlus Fund administered by the department. The fund will enable greater participation by Aboriginal landholders in carbon markets, offset carbon emissions from the Queensland Government’s car fleet for two years, and incentivise carbon farming projects in Queensland by valuing environmental, social and cultural co-benefits.",机遇
climate183,"We also purchase significant amounts of dairy products, particularly fluid milk, to support the needs of our company-operated retail stores. Additionally, and although less significant to our operations than coffee or dairy, other commodities, including but not limited to tea and those related to food and beverage inputs, such as cocoa, produce, baking ingredients, meats, eggs and energy, as well as the processing of these inputs, are important to our operations. Increases in the cost of dairy products and other commodities, or lack of availability, whether due to supply shortages, delays or interruptions in processing, or otherwise, especially in international markets, could have a material adverse impact on our profitability. • Our financial condition and results of operations are sensitive to, and may be adversely affected by, a number of factors, many of which are largely outside our control. Our operating results have been in the past and will continue to be subject to a number of factors, many of which are largely outside our control. Any one or more of the factors listed below or described elsewhere in this risk factors section could have a material adverse impact our business, financial condition and/or results of operations: • increases in real estate costs in certain domestic and international markets; • adverse outcomes of litigation; • severe weather or other natural or man-made disasters affecting a large market or several closely located markets that may temporarily but significantly affect our retail business in such markets; • especially in our large markets, labor discord or disruption, geopolitical events, war, terrorism (including incidents targeting us), political instability, acts of public violence, boycotts, increasing anti-American sentiment in certain markets, social unrest, and health pandemics that lead to avoidance of public places or restrictions on public gatherings such as in our stores; and • the discontinuation of the London Interbank Offered Rate (“LIBOR”) after 2021 and the replacement with an alternative reference rate may adversely impact interest rates. • Interruption of our supply chain could affect our ability to produce or deliver our products and could negatively impact our business and profitability. Any material interruption in our supply chain, such as material interruption of roasted coffee supply due to the casualty loss of any of our roasting plants, interruptions in service by our third party logistic service providers or common carriers that ship goods within our distribution channels, trade restrictions, such as increased tariffs or quotas, embargoes or customs restrictions, natural disasters or political disputes and military conflicts that cause a material disruption in our supply chain could have a negative material impact on our business and our profitability.",风险
climate36,"(and the company may not be able to offset such impact, including, for example, through higher freight rates). Climate change legislation and regulation could also affect CN’s customers; make it difficult for CN’s customers to produce products in a cost-competitive manner due to increased energy costs; and increase legal costs related to defending and resolving legal claims and other litigation related to climate change.",风险
climate83,"Notes: 1. Scope 1 emissions are reported here on a like-for-like basis against the 2013 baseline and exclude emissions from additional vehicles used during repairs, courtesy car fuel usage and from vehicles that are company funded, as these were not tracked prior to 2019. 2. Figures for Scope 2 use standard location-based methodology. We follow GHG Protocol to disclose both location- and market-based figures; and as we have secured our energy from 100% renewable sources since 2014, our Scope 2 market-based figures is nil each year. 3. This reduction against target is the year-to-date position as of 30 June 2020 comparing like-for-like emissions against the same period in 2013 (30 June 2013: 13,178 total CO2e). 4. Scope 1 emissions for 2019 are as reported in the 2019 Annual Report and Accounts, Scope 2 emissions have been restated following verification by the Carbon Trust. 5. The Scope 1 total for 2019 of 7,365 CO2e differs from the Scope 1 total of 9,399 CO2e as seen in the 2019 baseline table on page 30 as this includes the now-tracked emissions mentioned in note 1 above.",中性
climate289,"Over the past several years, changing weather patterns and climatic conditions, including as a result of global warming, have added to the unpredictability of natural disasters and created additional uncertainty as to future trends and exposures. In particular, the consequences of climate change are expected to significantly impact the insurance industry, including with respect to risk perception, pricing and modelling assumptions, and the need for new insurance products, all of which may create unforeseen risks not currently known to us.",风险
climate228,"① Recycling: To meet the environmental policies of major countries, we operate a recycling process utilizing non-reusable dead batteries and scraps generated during battery production. We have a strategic cooperation relationship with major partners for realizing a closed-loop. Through this system, we extract raw materials of batteries such as nickel, cobalt, and lithium by crushing and dissolving battery waste or scraps.",中性
climate148,"This year, we have clarified the sustainability strategy and have established the challenging goal of “2050 Carbon Neutral Growth” for the first time among Korean petrochemicals companies. In order to reduce carbon emissions more than 75% compared to BAU, we are considering diversified plans such as increase in renewable energy, conversion of raw materials, and energy efficiency. Considering climate change to be an opportunity as well as a crisis, we will respond to it by preemptively utilizing all our core competences from R&D to processing technology. In addition, we are going to develop and provide differentiated eco-friendly solutions and communicate with stakeholders transparently in order to take the initiative in resolving global climate change issues.",机遇
climate51,"69 Munich Re: Press release 4 January 2018. also significantly exceeded the previous year’s figure of US$ 51 billion and the 10-year average of US$ 49 billion. Over two-thirds of all insured losses were accounted for by hurricanes Harvey, Irma and Maria with US$ 92 billion. Further significant losses were caused by forest fires in California and earthquakes in Mexico, which also occurred in the second half of the year.",风险
climate21,"2 Increased severity/frequency of extreme weather events. Loss or impairment of key manufacturing sites, inability to procure sufficient raw materials, disruption to transportation of raw materials or finished goods, etc. as result of an extreme weather event could disrupt our operations if the response to such an event is not effectively managed and remedied.",风险
climate165,"On September 29, 2020, adidas successfully placed its first sustainability bond as the company continued to execute on its ambitious long-term sustainability roadmap while at the same time further optimizing its capital structure and financing costs. The € 500 million bond has a term of eight years and a coupon of 0.00%. It has been listed on the Luxembourg Stock Exchange and has denominations of € 100,000.",机遇
climate241,"The risks stemming from climate change include: • Increased energy costs. • Greater impact and frequency of natural disasters affecting places where we have units, thus affecting operations. • Disruptions in distribution routes due to natural disasters. • Increased costs for raw materials and products due to limited availability of non-renewable resources, such as water and agricultural products. • Changes in climate change legislation, which could impact the cost for raw materials and/ or overall operation. • Taxes or regulatory limits for either direct carbon emissions or in the supply chain.",风险
climate160,"For example, the E-FACE fund, which was created in 2016 and receives €2 million each year, will finance the cost differential between a traditional solution and an alternative, low-carbon solution for all the Group’s eligible commercial projects from 2017. This fund constitutes an important source of financing for Group efforts to reduce the carbon footprint of its projects. Other benefits include the detailed identification of low carbon materials, products and processes that can easily replace carbon solutions, and the monitoring of carbon levels in purchases for accounting purposes.",机遇
climate151,"Our goal for Mercedes-Benz Cars & Vans is to make our entire new car fleet CO2-neutral by 2039. We plan to achieve this goal using a holistic approach that includes ambitious targets for all stages of automotive value creation — from the supply chain to production, the vehicle use phase, and vehicle disposal and recycling. We plan to offer our customers several electric variants in all Mercedes-Benz car segments (from the smart to large SUVs) by 2022 and to have plug-in hybrids or all-electric vehicles account for more than 50% of our car sales by 2030. By 2030, we also plan to reduce the green- house gas emissions of the new vehicle fleet during the vehicle use phase (“well-to-wheel”) by more than 40% as compared to 2018. This target has been confirmed by the Science Based Targets Initiative (SBTI).",机遇
climate306,"Adverse weather, such as hurricanes and tropical storms, may impact Offshore’s financial performance directly or indirectly. Direct impacts may include damage to offshore facilities resulting in lower throughput, as well as inspection and repair costs. Indirect impacts may include damage to third party production platforms, onshore processing plants and pipelines that may decrease throughput on Offshore’s systems.",风险
climate9,"Climate-related risks and opportunities have grown in importance for us as a business. As an insurance company understanding and managing risk is at the heart of what we do, and we recognise that climate change poses material long-term impacts to the business.",风险
climate146,"Our Responsibilities Our responsibility is to express a limited assurance conclusion on the Company's description of certain information on the Sustainability Report, based on the procedures we have performed. We conducted our limited assurance engagement in accordance with International Standard on Assurance Engagements 3000, Assurance Reports Other than Audits or Reviews of Historical Financial Information, issued by the International Auditing and Assurance Standards Board. That standard requires that we plan and perform our procedures to obtain limited assurance about the sustainability report. A limited assurance engagement to report on certain description of a company's sustainability report involves performing procedures to obtain evidence about the description of the company. The procedures selected depend on the practitioner's judgment, including the assessment of risks that the description is not fairly presented. Our procedures that we consider necessary include the following:",中性
climate189,"MAKIRA FORESTY PROJECT IN MADAGASCAR The project was set up by the Wildlife Conservation Society, the government of Madagascar and other partners that worked closely with the local communities living in the Makira plateau in north-eastern Madagascar. The project established a protected area that is financed by the marketing and sale of CO2 emissions reductions credits from the project. The funds from carbon sales, generated through the avoided deforestation of the Makira forest, is used to finance the long-term conservation of the forests, improve community land stewardship and governance, and support sustainable livelihood practices leading to improved household welfare.",机遇
climate279,"Insurance claims and related expenses were $2,886 million, an increase of $99 million, or 4%, compared with last year. The increase reflects the impact of business growth, an increase in certain current year claims reserves, less favourable prior years’ claims development and more severe weather-related events, partially offset by lower current year claims.",风险
climate43,"In this report, we have presented relevant data from all the manufacturing subsidiaries within the Group in which we have more than 50% ownership. As we have operational control in these companies, we are able to guide them in terms of sustainability and ensure they adopt our approach in managing all material matters sustainably. This year, we have not included data from Da Vinci Group B.V. (DVG), as our acquisition was completed only in mid-September and we have yet to fully integrate our sustainability platforms. b PETRONAS CHEMICALS GROUP BERHAD",中性
climate295,"The two projects in operation have a combined installed capacity of 6 MW, generating 15 GWh/ year and will guarantee the supply of renewable energy to 141 branches, allowing the institution to save R$ 53.7 million over 15 years. They will also enable an average decrease of 45% in the energy bill of our branches and contribute to the diversification of the renewable energy matrix in Brazil. When all the plants are in operation, 3,150 tons of carbon dioxide will no longer be emitted per year, which corresponds to the planting of about 21 thousand trees.",机遇
climate80,"Given the complex legal and regulatory environment within which we operate, we are exposed to a range of risks. Risks can be in the form of possible non-compliance with existing laws or regulations, or failure to meet the terms of our current 2015-20 regulatory contract, and we face risks in relation to potential future changes in legislation or regulation, as well as from environmental impacts such as climate change.",风险
