text,label
这股有可能成为高送转股诶三季报中显示未分配利润3.4亿,积极
没机会上车了,积极
新高值得期待,积极
江铜爸爸马上刷新高，云铜慢慢追,积极
这是哪位砸下来的恶毒，本来可以涨停,消极
无量下跌,消极
明年百度在港上市,积极
长盈有5G消费电子，有新能源车，强势！,积极
那个还在卖,消极
瑞丰新材，明天崛起,积极
每天涨一点，还是不错了,积极
被中和成碳。,中性
陕鼓涨停了骆驼加油啊,积极
今天长虹表现还是不错的非常期待明天会出现惊喜,积极
天问一号即将登陆火星，关注航空板块。,中性
早上5个点卖飞了万华化学，入了点万孚生物，这回看好就坚定点持着！,积极
事实证明美锦不属于氢能源,积极
就红一天?,积极
K线图是主力与散户交流最好的途径，主力想让你看到的，就一定能让你看到,中性
通胀时代资源为王，有色金属，稀缺资源，原油期货等等，都在飞涨，只有中石油股价还在地上趴着...,消极
烂板出大妖。我只提示这个,积极
实质性利好，业绩中规中矩稍微有提升，但在去年大背景下能够这样一季度开局，很不错了,积极
都知道还要涨，但是开两会要跌,积极
敢于创新低，真恶心，哎,消极
"5099,5199，5299都比较牛鼻，就5499差一点",积极
苦苦煎熬啊,中性
大托单，还得跌！,消极
懂技术的就明白这庄控盘力度非常好，每天可以低吸,积极
谷歌地球2020年底，在做月底工作时候，发现已经不能用了，原因不明。美国佬不讲究！,中性
多空分歧很大多方能战胜空方吗？还是空方能战胜多方呢？我们下午敬请期待,中性
成交量继续下降，估计就只是在完成一个右肩的形态，不要多想，获利就尽快了结吧。大盘不好的时候，预增就是当利空看。,消极
分析完板块龙头，发现其他涨太多了，作为一般零售龙头比起其他市盈率破百的龙头没有那么不堪吧，既然抄龙头没有理由没有你的位置。,积极
快退市吧，股民血汗钱你抢了，高大尚的外表被你骗了，还不退市等什么呢,消极
莫洋，你要遭,消极
下去吧，21才是你的归宿,消极
要涨了要涨了,积极
可以买了吗,中性
借消息猛拉三板，不知有没有在3.6处追进的，追进的你就在高位好好呆着，跌到2.5时我来施救。,消极
真对不起两部委支持,中性
随它去吧，我不忍心告别,中性
连续十多个交易日几乎每天大资金都是净流出的，这是减持还是换老板？,消极
等到6.3元投350万,中性
大侠还是牛，看空就没错今天我要数钱了！,积极
风口上的一鸣食品将会一鸣惊人。,积极
人民币升值对这些营收进口占比大的公司打击比较大,消极
抢筹码了，兄弟姐妹们，可以开始抢筹码了,积极
厉害了我的远达环保!公司最新利好消息!请您参看截图图片!最近碳交易龙头远达环保公司天天有利好消息不信远达环保明天还继续大跌！,积极
你今天不拉红，我不得转股，就这么说,积极
荣盛发展：前2月签约金额124.85亿元同比增长103%,中性
牛B，闯关成功！,积极
ST麦趣一条蛇,消极
果然牛逼，没辜负我等这么久，明天继续，期待你到40,积极
第二张表格我再发一遍，数据有错欢迎指出，欢迎大家探讨，不过不要喷我。,中性
川恒今天最少跌五个点，硫磺出厂价翻五倍了，作为川恒的生产原料，川恒成本又被动提高，利润将被压缩，跌五个点我再入手1000股,中性
尿素反复上涨！已经由量变到质变！,积极
怕啥呀？满仓了！开始收获期,积极
国内有几家企业可以生产磁悬浮列车专用电缆的？永鼎可以！,积极
在股市里，只有才会赚钱，谁会跟较劲呢？,中性
牛市来了，抢低价蓝筹股啊！,积极
伊骗子怎么没反应了,中性
这货是除了丢人，还是丢人！,消极
进一次套一次，套一次割一次肉,消极
本周长城主要是震荡，下周行情有望拉升~,积极
融资满仓买入,积极
太强了，强者恒强，听大佬说茅台能上5000,积极
马上起飞，恭喜坚持住的。,积极
等量上来吧，目前长虹月k和日k都是很健康的走势~,积极
明天涨停价，3.14,积极
留100股，看瓜皮怎么S,消极
期待你的表现！！！期待你的表现！！！期待你的表现！！！期待你的表现！！！期待你的表现！！！,积极
一叶孤舟落沙滩，有篙无水进退难。,消极
昨天暴涨1分，今天勇夺前三了，可喜可贺啊,积极
转型做酒，市值立马过万亿,积极
人气(^_^)不错嘛，突破有效！,积极
傻啊，上面挂那多单，小散都跑了，那有人气啊,消极
新能源汽车,中性
今天底部筹码走了很多，纠结要不要卖掉。纠结一下午还是全仓在里面。,积极
伪主力草包一只，不懂得顺势而为，它可以今天上几分明天再跌。恐人家高抛低吸吗？？？,消极
宁波星期一来个大阳线，后面的走势就不会那么磨人了,积极
三十不贵，五十正好，100可期！明天涨停！大家不要走，坚持坚持,积极
看看万国矿业主营是什么？疯涨的铜啊朋友们！恒邦这次发财了！！！,积极
老爷股难得发飙一次！真可爱，虽然我没你的仓,积极
招点游资过来抢筹，主力才会边拉边涨，否则没有人气，没有散户抢筹他们会一直打压，筹码当然是越便宜收集越好了,中性
市值百亿不到，作为山西动力煤龙头少说也得千亿市值，关键需要的是时间，不断的资产注入。,积极
主力牛逼，蓝筹启动！,积极
员工持股完成之前是不会涨的，回购价格15~17块，还要继续打压,消极
散户投资者要坚持持有！不到20以上坚决不出！前期10.37有点压力！过了这个坎，将直飞天！21年有望成为牛股明星！,积极
益维的债务，又清零了，两个意向投资人对众泰的尽调，使得债务越来越干净，越来越清静。,中性
马上有反弹底部区域底部区域,中性
军工无人机生产公司，隆鑫高新企业,积极
又是新高收盘！牛！,积极
国家重点高新企业，有被重组的可能,积极
不见2.X众泰，你好3.X众泰,积极
东方财富给它添加了风能概念，奇怪了,中性
真是服了这个股市啦！每天半死不活的,消极
大家真的快跑吧实话看看顺丰一季报是负的直接跌停在看看这个一季报绝对是负的不走就等着跌停吧,中性
1月末可能会出1季度预报，上年度1季报是0.07元，按照现在的增长趋势估计得0.2-0.25元吧，增长200%左右。,积极
半边只要蹦出来，立马跌,消极
四只股票三只涨就你一个在赔钱,消极
看完贴吧，一个字，跑！明天挂跌停出,消极
妖王现身吧,积极
我看威达跌不下去，我又回来了！！,积极
这垃圾像有雷,消极
大家前段时间说的各种利好呢？不是中标京东方柔性屏了吗？泛半导体产业园呢？产销增加等等，为什么没能反映到股价上呢！,积极
85上的车，就买了一手，不敢加仓了,积极
创业板首板值得关注，入场点位，一般回调到昨日涨停板一半的高度入场,积极
明天有望完成日线底背离，然后上攻前期高点,积极
长线继续买入,中性
明牌了，开板就是给机会,积极
涨跌跟我没关系@交易软件删除了资金帐号记不住马拉松之路能到达终点的寥寥无几,中性
下午开盘冲过去31，后面大家一起飞,积极
耐心等待吧，放一年再说,中性
向上挺一下啊,积极
中国平安保险值得拥有，企业好好学习。,积极
大胆预测一下，今天估计几分钱？,中性
垃圾长绿掏空，转移优质资产，严查长绿公司，还股珉公道，培我们本金。,消极
来，来，满上，喝一壶,积极
干的漂亮,积极
为什么我卖了它才涨，是主力盯上了我这点钱？,积极
带C的时候买你纯粹为了赌一把，预料之中的我赌输了,中性
时间点在春节前，后面是继续下来还是往上要看实际一月开门红数据。拭目以待吧,积极
银泰黄金比较猛，龙头是银泰,积极
真的跟一样,中性
化学龙头买股就要买龙头小盘股没意思,中性
后面的走势参考300087，未来这股一样是纳入GZ委的，大数据时代，跑不了,积极
6.18收明天1月8号上市有意思，明天咋样还不明白吗也许他能控制，如果他能控制，明天必涨板了,积极
和之前一样的步伐，只是低点越来越低，退市路快到底了。全面注册制开启。,消极
破位就要走,消极
今天又危险了,消极
哈哈哈，我真是服了，就像是看着一个差生希望他变好过程中的无语,中性
8.89E37,中性
十点多小单涌入上万以为会大跌反而涨了，风向似乎有所改变！,积极
飞科，春节前肯定没有戏,消极
这个也拿了半年多了,中性
看了半天不好买,中性
别怕，下午翻红！,积极
疫情叠加高油价估计全行业亏损了,消极
多看少动，最近环保板块几只股都是连板的，博天，京蓝科技，中材节能，所以最好不要动，要是连板了，会哭死,积极
10块也不能买，主要是今年股市风格变了，机构只拥抱千亿市值以上的核心资产了，不能以老眼光看！,积极
邮储又涨了！,积极
有色板块拉升，南山铝业大涨了,积极
猜猜明天股指是涨是跌,中性
价值就是拉基就是价值目标价032,积极
东方电缆，太阳电缆都有三个点了，你倒是给个惊喜,消极
西样怪气！,中性
“数字”值50，“政通”值50，这么好的行业，怎么不涨？,消极
我是新人，能不能打开门，让我进去啊！！！！！,积极
完了完了暴跌开始了！！！30.66就是顶了哈哈！套傻你们哈哈,消极
还是没戏,消极
走了，亏十个点，彻底绝望，其他都回暖了，，呵呵,消极
我自巍然不动,中性
这股哈批主力他两个月了天天这样玩一天牛皮啊,中性
公告一出，鬼哭神嚎,消极
一会就绿，老庄看绿色对心情！,消极
拿好就是了，股价回归是需要时间的,积极
今天反包成功，既然是热门强势股，如果接下来哪一天不能涨停，我就哪一天撤退。不再继续强势唱多了，把握自己的认知范围内的。,积极
游族涨停你给不给力？,积极
这辈子赚的最多的既然是这个ST股。明天获利了结落袋销户。这辈子都不再炒大A了。,积极
这个垃圾桶，看看你完美世界又爸爸又啦红了,消极
漫漫阴跌开启,消极
又是拉高跑路的一天,消极
越跌越买,积极
哈哈，你这，天气大规模减持都涨停了，你也是有色，也有电池呀。,积极
如此公司竟敢取名“天龙”股份，真是亵渎神灵！特斯拉每次大涨你在睡觉，你咋就睡不醒？,中性
大盘跳跳跳,消极
破产倒闭退市跌停跌停跌停,消极
连板的节奏，快进！,积极
千呼万唤万手哥都不见影。可能是哥只是个传说！！！,中性
今天早上叫你们耐心等待没错吧，这个点位拉长阳很漂亮,积极
海南板块先行龙，周一抢不到了！,积极
慈母手中线，游子身上衣。,中性
顺周期+碳中和+氢能源+特高压，未来的大黑马,积极
挡不住的疯情啊,中性
资金已经到位。开始你的表演。这轮陪你玩一玩,积极
这庄家真的垃圾，散户进就割。别的都是跟散户拉，就这垃圾一涨就打下来。昨天才从中宠转过来今天就直接套一波大的。,消极
房地产供给侧改革的闭环，行业转向更加有序的良性竞争。,中性
长虹回踩之后的连续上攻，看好长虹将迎来一波上涨,积极
借利好出货，坐等涨停卖出套庄美滋滋！,消极
天天织布真的纸丢脸！！！,消极
此股创去年7月2日以来新低，进入弱势震荡行情，建议反弹后出局。,消极
早就给大家说了，有货的卖就行了，这票下跌趋势清晰得不能再清晰了,消极
应该企稳了,积极
开板正常，要消化瓦解六块四上下的筹码；要看趋势，过了旧一马平川；目标十二块不变！,积极
彻查众泰非理性上涨。,积极
工业大麻直接拉板吧,积极
整合会展资源，打造世界一流会展企业，高标准承办中国国际进口博览会，实现从“展品”到“商品”的溢出带动效应。,中性
26.6的本，还好抓稳了没下车，加油,积极
请问今天是吸筹还是出货？涨停板卖出4.95吃回。也不知是对还是错,中性
遇上霖是你一生的不幸！好好的趋势，好好的疫苗产业链全因为霖的一句抗疫和国药无关而灰飞烟灭！,消极
这票股东人数不会超过3500人！筹码极其集中！你懂的,中性
科技的确比如大蓝筹，科技就是个忽悠，看看美的集团、三一重工、茅台、五粮液,积极
利好橡胶行业,积极
科创板中唯一的航空股，也是航空股中最差的,中性
垃圾股，压根没人买,消极
重组有假？！利益输完了，明天继续跌！？,消极
这也能绿。服你了。弱势股反弹就是卖点。强势股反弹就是买点。一点不错。wjbd,消极
来一个阴雨绵绵，此恨绵绵无绝期,消极
绩差的一地鸡毛，股价下滑是必然的，诉讼也不少,消极
我这个小散20.8买几手就马上下跌，跌给我看吗？,消极
雪人股份，长源电力、芭比、鸿达兴业等氢能将会爆发涨停潮流,中性
还好之前下跌没交出筹码,积极
一代游资今日带你们吃肉,积极
汾酒豪言:五年后争取做到行业第一……,积极
水上冲浪,积极
汽车芯片紧张，加油。。。。。。。。。,积极
这股完了天天新低,消极
我卖了300股，快点涨吧,积极
买股票必须买龙头，东方财富，海康威视，公牛集团，蓝思科技，韦尔股份,积极
后悔呀，京城股份和东科同一天摘帽，当时纠结选择了东科，结果，，，，。肠子青了。,消极
这走的多健康长寿，不留缺口，没有隐患，妖股就是你了。,积极
中船系中业绩最差的公司，你能妖起来吗？,消极
这破股还招拖吗，我报名,消极
换手率上来了，希望资金关注拉升,积极
康美害人不浅啊！,消极
又吐一口血，这还咋整啊？,消极
爱美客第一目标千元即将一个月内见到。新消费第一孩子消费培训学习，第二女人消费美容女人舍得花钱，第三老人消费健康长寿保健品。,积极
牛逼牛逼老子拿住了没下车,积极
资金到位了。一点不慌。基金已经赎回。我的策略就是越跌越买。陪你玩玩你先跌十点。我进第一比,消极
全是唱多的,中性
sx们，再不抢你们又要骂骂咧咧了，哈哈哈,中性
明天给我冲冲冲,积极
年报预增百分之150，半仓介入了，大家看看我的交割单，进来讨论一下！,积极
月线蓄势待发，收盘818，发要发,积极
拉呀赶紧一拉涨停人气直接第一大家都赚钱,积极
今天收盘前给自己个鼓励，长线票，不动来动去了，走着走着就新高了！,积极
一鸣惊人！明天10分钟后涨停！,积极
东方电气：本周企稳K线，下周能不能冲一波，我好跑掉,中性
众泰不可貌相，海水不可斗量,积极
这股要完蛋了，大家快跑吧,消极
买，没有雷。,积极
抢进了，三个板起步,积极
也不大跌，慢慢绞杀,消极
涨停，坚守到收获,积极
确认洗盘，抓紧买入，参考7.24-7.28。前天已说。,积极
公司产品结构调整取得成效，电脑类、智能穿戴类、新能源汽车零组件类产品有较大增长,积极
唉！八块钱清仓，八块四毛一又接回来炒啥股呀,中性
601012隆基股份一连几天上涨，今天会不会来个涨停板？你们认为呢,中性
小贝巡妖~葫芦娃全升，龙头，LZ今天开仓葫芦娃，希望收阴线。开放添加1小时,消极
你是龙头我觉得不是因为其它种业涨你不涨还跌。,消极
预重整了，大家拿好筹码,积极
这是个恶庄,消极
下周决定了，清仓丰乐种业，拿出1/3的本金去追龙头股。竟然怎么操作都亏损，还不如搞点大的,中性
贵州茅台镇产酒的企业很多，但全中国产战机隐身材料的只有光启一家，完全没有竞争对手。是绝对的垄断。买股不是说买垄断的企业吗？,中性
刷屏的去看看拉芳吧,中性
有色玩了轮地产银行，满仓干。,积极
洗掉1万户才能涨,积极
刚刚的下单数，很明确地告诉我们，有主力在活动，这个股一定还会上窜下跳，来吧，再往下点，坚定加仓。,积极
坚决支持共和国核工业发展！,积极
葫芦兄弟就是棒！,积极
科技让位于酒肉，国情所致毕竟酒肉饭才是必须的，我错了吗？不是有人说科技才是第一生产力吗，变了,消极
9天反弹一天，佩服佩服,消极
2021年第一签，牛年牛牛牛，祝大家牛年发大财，在股市完成梦想！,积极
就你这业绩放在海南板块，可以独领风骚,积极
你终于知道冷了，雄起了,积极
翻红就好了，希望在明天！,积极
钱没到位，错过加仓的最后机会了,中性
红色十字什么预兆,积极
不应该买这种行业性太强的股票，因为这个都是随着板块涨的，如果要买的话还是要买板块龙头！这种货色就是跟在后面的小弟,积极
，今天一定要涨,积极
老铁分析下,消极
我一点都不慌，每次低开都是加仓的机会,消极
林园看好的，都是好票，干就完了,积极
，，公司增持回购，正是时侯,中性
新领导威武，下午涨6个点！,积极
270又干回来点。呵呵，今天只求站上277。收上277就不走了。陪你们到2月5日。验证下2月5日前冲破380。亏货们是看不懂得。,消极
基本面没有问题，长期看好。5分钟背离，可以买入了。,积极
看看亿华通，和雄韬股份,积极
隆鑫通用商誉大幅下降至6.03亿，逐步清理商誉，轻装再出发。,消极
3.77设定入手智慧农业，已成功入手，估计下午能成功做T，阿弥陀佛圣母玛利亚无量天尊阿门如来观世音关二哥保佑！,积极
耐心持有,积极
ST宇顺(002289)早摘帽？还是将要公布年报ST京城(600860)早摘帽呢？,中性
邮储银行300亿定增获批大股东全额认购什么情况？获“巴菲特门徒”加持,中性
早上涨停跑了，不知道下午还有机会入不,积极
海尔有没有个b脸，拉鸡,消极
大家快逃，明天必大跌，利好出尽是利空！！,消极
科技股，电商股、蓝筹股,中性
"""千金难买老鸭头,再过今天不回头""",积极
当初我46进去，40跑路，如今笑看葫芦娃割韭菜,消极
21以下，大胆地拿，这股稍微一反弹，到23没问题的,积极
继续加起来，不惧唱空，不惧诬陷反正我能坚守10年，你们能不能我不知道,积极
一个公告五个一字板，投资人公布一冲飞天，差不多还有三四个公告，然后公布投资人,积极
重大资产重组。。。。。。,积极
2021年1月11日轰20首飞，期待一下。,积极
这么纠结啊,中性
等它五年能帮我把本金挣回来吗？,中性
向下三个点，向上十五点。宁夏冷天气一过就可以鲁管啦。,积极
外面一片绿,消极
落后大盘太多了,消极
万亿市值可期,积极
空头还有20分钟，低买的抓紧了,积极
耐心等待，巨龙崛起,积极
这垃圾还在跌前天半仓买的医美股冠昊生物已经挣10个点了，今天早盘真没狠心割肉他再加仓冠昊。,积极
没矿，没机构，继续回调,消极
这是个什么股，合众思壮涨那么多，这个跌这么多,消极
普天同庆，A股三大指数收涨沪指与创业板指六连阳！,积极
这吧里军师太多了,中性
这个股还有救吗，能回到10元以上吗，拿了5年了大神们指点一下,中性
柳工净资产7.55，业绩0.8元，目标价20元可期,积极
希匹的喋喋不休,中性
中机，张化机不是很牛逼，看看巨力怎么涨的,积极
余磊是骗子尽说鬼话什么绿色金融、组建优秀团队广吸人才！为广大投资者和企业服务全是鬼话。上市以股价说明一切……,消极
垃圾的一逼,消极
这是一只中长线股，不信到年底看看到70以上你再回头，发现自己割肉在地板,积极
股市没有那么多意外，今日理应有所表现,积极
参考皇台就业，不用谢，摘帽改名。不用谢，同样的公告，涨幅多少了解下，当然不是中国物酒是中国铁物,积极
强烈要求2020年利润不低于30%用于分红送股回报股东,积极
他对我说再等等,中性
天风又来利好了，跌不下去了,积极
看看华大基因吧没有那个比得过笑死了,中性
废钢已经成为发展中国家重要资源，俄罗斯限制出口，韩国越南拼命进口,中性
京台高速公路济南至泰安段改扩建工程项目主体工程施工中大标,积极
500手开始，现在6200了，喔喔没精了，再跌就要割蛋补了，再再跌就要割肾补了,消极
诱惑我，出点的部分接一点回来,消极
恭喜下车的朋友，周一你们上不了车了,积极
最致命的敌人是：无知、贪婪、恐惧和欲望。我们必须对自己有信心，也要对自己的判断充满自信(^_^)Y,中性
跌才有机会,消极
亚邦这次复工复产就转产做医美玻尿酸吧，应该很有前途，不愁销路，大家说呢？？,积极
疫情之下，在线教育能不疯狂吗,积极
我3.78的成本已经不怕开水烫了求主力来把我洗出去！！,中性
股价还要继续上涨，突破新高不是问题,积极
航空股只能做波段，耐心等待吧，一年做几次的话还是挺不错的,中性
这是要出涨停板吗？,中性
可以查.中国中铁.中国铁建等.铁龙物流,中性
好当家明天让你高攀不起。,积极
回调5日,消极
还会震荡最少5个月,消极
这股握五年绝对涨到吓人，未来十年全球进入小冰河期粮食价格暴涨，今天天冷就是例子，不信的可以查查,积极
稀土永磁龙头，必须到30元，牛逼,积极
两点准时拉高,积极
30分钟线空头排列初现端倪,中性
六大散要变成八大散了,中性
爱美克利润2.9亿，股价700多，稳健利润31亿股价不到200块，不可思议！,积极
不要涨停啊，希望姨姨慢慢涨,积极
回盛盘小绩优高成长，又是如何变成了一支砸种股的?这是一种什么投资逻辑?求解!,积极
铁矿石涨价对000932杀伤力很大！,中性
我也来一个低b集团能上市审批的人也是低b的。,消极
市盈率15左右宝武钢铁划转北京城通国新投资20%左右,积极
两个黄金坑不能再多了,积极
一季报业绩大增，产品畅销全国,积极
制定严格交易计划，不突破前高就减仓三分之二,中性
不把自己逼到绝路，才不知风光此时最好。,消极
24.21是底价，接近这价位时在建仓。,中性
军工最近都挺强的，再加上疫情概念，可以多留意航天长峰，有机会就搞。,积极
小荷才露尖尖角。,积极
加仓加仓！哈哈哈哈,积极
小亿的股友们小庆祝一下，上100了。能不能干过隆基啊,积极
爷爷来了，葫芦娃们都安全了,中性
一堆公告。。课代表赶紧出来解释下。。。用到你们的时候到了！！,中性
持续打压300905，坚定看到45块买进。,积极
美的高估了，格力电器、海尔智家还处在低估股价。看好的做中长期投资，上车机会不多了，你慢慢品,积极
干啥啥不行，下跌第一名，十年老熊,消极
标准的Mk线，谁进谁傻,消极
就不能一次性出完吗，非要这样来回搞,消极
现在都是行业老大被暴炒，金发这次看你的了，你应该是机构调仓抱团的最佳标的了。,积极
华为是和北汽合作,中性
向上趋势不改加油兄弟们！,积极
坚定信心，上涨是迟早的事。压是压不住的，只有向上才能获得更多筹码！！！,积极
大家注意，定增是大利空，股本扩大，每股收益减少，市盈率提高了,消极
全仓了！大家祝福我吧！,积极
茅台即时指数，指数即时茅台！毛指合一！！！,积极
今天整个大盘全面反弹，利好有色数字货币,积极
昨天6.02建仓，今天6.07出了大部分，5.96把剩下的一千股也出了,消极
这件货厉害，战火连天的三月五连阳,积极
哪位大神解释下宋城演艺为什么从2017年开始营收与盈利增速缓慢，特别是2019更加明显，不知什么原因,积极
每一次金融稳定会议的结果，都是哀股的↘！,消极
还得跌，哎。昨天刚加仓,消极
瑞康未来将在开拓传统银行融资和债券融资的基础上，继续大力发展供应链金融模式,积极
明天一字板，数一数几个板到5000亿市值！！！！！,积极
在储能锂电池长期走强的背景下，市场轮番对相关个股进行概念炒作必成常态。,积极
目标价20元，捉紧上车,积极
充电市场将从充上电到充好电，奥特迅柔性充电填补国内空白，致力于充好电！,积极
海航这些高管就是！通过收购敛财！不安心把企业管理好！应该全被送进大牢！,消极
两点大盘反攻,积极
看好此股，珠海国资委入主；业绩一年比一年好；又是光伏风能核能设备提供商，符合（十四）五规划主流：现股已在低区，股价同市值不配,积极
强者恒者，估计老外又在疯狂抢筹,积极
风口都吹不动这瘟神，,消极
太钢封板了，太重也紧随其后坚持就是胜利,积极
废了，去缺口了！！！！,消极
航天电子2020年业绩0.19~~0.22元,中性
全球唯一的全产业链太阳能上市公司就值这个价吗？,中性
涨停板价格更新一下，多少个板上一百？,积极
今天可以了，三块钱,积极
加油，看好你,积极
一切随风……,中性
这上市的时候怎么给的估值，公司本身没毛病，但对比同行，就算名字好行内老大，也想不通直接100倍市盈率啊,积极
这个分红如果我买了20000股，62万可以分到多少？,积极
公司出口美国发电机组，获利多少,中性
现在美的市值马上等于两个格力,积极
符合条件的非居民按实需原则在海南自由贸易港内购买房地产，刺激消息一波一波赶来！,中性
挺垃圾的又是吹牛机构调研又是市场占有率啥的，就是股价不涨，市场不认。,消极
涨看不到你，跌你比谁都来劲,消极
【买入.建仓】今日：1⃣“众业达”8.09元建仓；2⃣“粤水电”3.23元买入。（本人操作，不构成投资建议，可关注）,积极
主力制造气氛成功，明天吸筹一字板，老鸭张嘴，回马枪。,积极
底部起来才涨百分之20就要洗吗？小庄是不是要交点儿智商税？,中性
这段时间要稳住，坚持之后就是春天,积极
垃圾带头哥，涨一分都难，跌两毛很容易，大家都是卖珠宝的，为别人别人赚那么多，股价那么挺，而阿五家的那么萎呢？无语！！,消极
股友们，股票不涨，成语接力搞起来,中性
随便你玩我是不会卖的,积极
40冲冲冲,积极
还剩2500股，负成本哈哈,中性
大家看看港股才多少钱,中性
中国人民银行、国家外汇管理局决定将企业的跨境融资宏观审慎调节参数由1.25下调至1。,中性
砸不动了.今天有试过.看好的赶紧上车呀,积极
动力源四板反包，模塑科技助攻，轻车熟路做反包,积极
尾盘淡水泉入股,积极
1块1块的跌，1分1分都涨不上去，真垃圾,消极
2017年的时候股价20.48。2021年股价3.68。2022年股价7.28。别问我是谁，我是穿越者！！！,中性
看看科创板的固德威，那才是真正的good,积极
人参属五加科多年生草本植物，学名PanaxginsengC.A.Me,中性
有大佬在吃货,积极
今天有很多大胆排在前面，下车的不好上了，明天3.14见了。,积极
大家别跑，等会儿我来拉涨停,积极
海信，岳阳全部清，休想套我！老实些，让我割你肉！,消极
灯点亮，冲冲冲,积极
一天总这样，有意思吗，信不信明天开始我天天做T,中性
溜了溜了留下来的发财,消极
这研报太不靠谱了：12月23日:华泰证券给予步步高增持评级：立足湘潇步步为赢目标价10.36元，这才几天！,中性
神经病天天拉稀,消极
几巴公司，买荣盛等于掉进茅坑，倒大霉！,消极
2020年度业绩大幅下降,消极
垃圾票还跌,消极
疫情尚有余震业绩不及以往,中性
这主力真懒，剧本都不改一下，天天一样的套路，希望你明天来点新花样，要不海尔改叫T海尔了！,积极
新阳投资中芯国际的3亿变成了10亿市值。一级市场赚钱太容易了点,积极
鼻子都有了。只等嘴巴向上张口了。,积极
今天开盘加仓又草率了,消极
航发动力要板了。你要加油鸭,积极
如果我是大股东，将先将杭州大酒店等物业按市场价卖大股东，仍后收购杭州龙井茶，龙井茶是大A市场独缺的概念，身价轻松涨10倍。,积极
王八垃圾股，拿了两年伤透心,消极
提升持续经营能力吧。,积极
目前空头强于多头，是否继续探新底，耐心等，短线关注酿酒行业，到3月份时再来看看步长制药，中长线不在乎2元的差价。,积极
涨如食跌如蹿希,中性
经典老鸭头，冲冲冲,积极
压力位在46，突破就是重见天日之时。,积极
今天至少跌5个点,消极
本周还有三天，必有一个张婷！兄弟们拭目以待，到时候别忘了减仓收钱。,积极
跌下来，我好买点，别涨上去了,消极
每次一高开准没好事逗比,消极
哈哈哈哈哈,中性
低位反包板安全性还是可以的！,积极
今天成功的把我给洗出去了,中性
散户别碰冒险股，一闪失踩雷倾家荡产！！！,消极
可以吃点，关键看年报和一季报，差肯定差不到哪去，一旦好的话现在就是历史大底，建议散户做短线不要考虑它，做长线还是可以的,积极
既然大家达成7元附近是底部区域，买就是。,积极
散户的水平确实也就这样了,中性
6元不能再多了,消极
本土新增52例确诊新冠，医药会飞吗？,中性
K线30分钟阳线，今日必涨,积极
这公司要学乐视圈钱退市,消极
紫鑫今天涨就是因为中石油，和什么碳中和没关系，它的那个北方能源交易所就是个摆设，根本没在运作的,积极
谁在卖呢！都没获利吧,消极
跌了几年了，底部买入！持股待涨！,积极
都出文铁定退市了，为啥还有人买？是打算去三板做股东，还是想着几年后再回来？局外人不解,消极
这是要学舍得还是咋滴,中性
8元满仓,积极
下周按惯例一定会补跌套人了！！,消极
你敢伸手就让你别走,中性
跌个什么劲，不想成为银行界的茅台了吗,消极
3.6接我感谢,中性
7毛9本圣尊强势入驻，你们开心,积极
888目标36,中性
这股要死的，不动,消极
节操碎了一地,消极
银行股就是长期股，图的就是稳健，一波小跌你们就慌，心态不好的就撤出股市吧，不然你只会是被割的韭菜。,消极
人气3950，牛逼,积极
今天是走小平台，后市还是不乐观，29.91不能再跌漏了。,消极
西班牙人2比0大胜。,中性
什么分析在东山这儿都不受用，拼的就是忍耐性。,中性
新能源汽车销量为32万辆，同比增长77.8%，稳居全国第一。,积极
大环境跟不上，涨得都是实体经济，这些互联网虚拟经济靠边站了，从蚂蚁金服那以经开始,积极
这股肯定摘帽，不是摘帽前翻倍，就是摘帽后大涨，不信拭目以待,积极
今天的尾盘有可能会起风起浪，晚上公布年报，可能一季报也同时预告。年报前十大股东中六大牛散，如果在，并持股增加，那就大可，放心啦！,积极
下午跌停板，拭目以待，,消极
茅台、汾酒、酒鬼酒，三种不同香型酒的代表(酱香、清香、酻陏香型)其余白酒除郎酒外均为浓香型，竞争太激烈！,中性
期货一路向下，进入漫漫熊途，恒邦还要破前低,消极
缩量回调淡定一点等待圆弧底,消极
周线创新低，下周见18,消极
酒鬼酒超五粮液只是时间问题,积极
主力，5.3–8.5看一年，过6加仓。谢谢。主力回复：同意，请阅办。,积极
如果顺利，上午突破。,积极
我1月4日创建好了自己的投资组合，准备一年不动，看看今年的投资组合胜率亏率如何。中环是可以打到负成本，但不打算动,中性
快手概念股，，，快手概念股，快手概念股，快手概念股，，，老铁们，懂得打懂,中性
明天开始一字板,积极
太原重工砥砺前行，新征程，下周扬帆起航！,积极
谁知道刚成立的飞鹏公司和刚股权激励的飞鸿是不是一家公司，有何关系？,中性
夯实前期跳空，横盘蓄力起跳。放长线…,积极
开盘纠结露笑还是这个，这下好了，不用纠结了！,积极
等解禁货出的差不多了，那我不计成本向下砸了，砸到83块也说不定,消极
601619嘉泽新能业绩持续增长的新能源电力股高盛持续买进为何不看好呢？都还在炒小差股,积极
被华中的名字给坑了，nnd以为高科技，实际就是口水货，华中也不过如此,消极
月线3重低，U型反转，懂的自然懂，10.18买入，等待结果,积极
骆驼股份发来贺电,积极
兄弟们不要死守了，外面的世界很美好,消极
